gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,acctchg,acctstd,acqmeth,adrr,ajex,ajp,bspr,compst,curcd,curncd,currtr,curuscn,final,fyr,ismod,ltcm,ogm,pddur,scf,src,stalt,udpl,upd,apdedate,fdate,pdate,acchg,acco,accrt,acdo,aco,acodo,acominc,acox,acoxar,acqao,acqcshi,acqgdwl,acqic,acqintan,acqinvt,acqlntal,acqniintc,acqppe,acqsc,act,adpac,aedi,afudcc,afudci,aldo,am,amc,amdc,amgw,ano,ao,aocidergl,aociother,aocipen,aocisecgl,aodo,aol2,aoloch,aox,ap,apalch,apb,apc,apofs,aqa,aqc,aqd,aqeps,aqi,aqp,aqpl1,aqs,arb,arc,arce,arced,arceeps,artfs,at,aul3,autxr,balr,banlr,bast,bastr,batr,bcef,bclr,bcltbl,bcnlr,bcrbl,bct,bctbl,bctr,billexce,bkvlps,bltbl,ca,capr1,capr2,capr3,caps,capsft,capx,capxv,cb,cbi,cdpac,cdvc,ceiexbill,ceq,ceql,ceqt,cfbd,cfere,cfo,cfpdo,cga,cgri,cgti,cgui,ch,che,chech,chs,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cld2,cld3,cld4,cld5,clfc,clfx,clg,clis,cll,cllc,clo,clrll,clt,cmp,cnltbl,cogs,cpcbl,cpdoi,cpnli,cppbl,cprei,crv,crvnli,cshfd,cshi,csho,cshpri,cshr,cshrc,cshrp,cshrso,cshrt,cshrw,cstk,cstkcv,cstke,dbi,dc,dclo,dcom,dcpstk,dcs,dcvsr,dcvsub,dcvt,dd,dd1,dd2,dd3,dd4,dd5,depc,derac,deralt,derhedgl,derlc,derllt,dfpac,dfs,dfxa,diladj,dilavx,dlc,dlcch,dltis,dlto,dltp,dltr,dltsub,dltt,dm,dn,do,donr,dp,dpacb,dpacc,dpacli,dpacls,dpacme,dpacnr,dpaco,dpacre,dpact,dpc,dpdc,dpltb,dpret,dpsc,dpstb,dptb,dptc,dptic,dpvieb,dpvio,dpvir,drc,drci,drlt,ds,dt,dtea,dted,dteeps,dtep,dudd,dv,dvc,dvdnp,dvintf,dvp,dvpa,dvpd,dvpdp,dvpibb,dvrpiv,dvrre,dvsco,dvt,dxd2,dxd3,dxd4,dxd5,ea,ebit,ebitda,eiea,emol,emp,epsfi,epsfx,epspi,epspx,esopct,esopdlt,esopnr,esopr,esopt,esub,esubc,excadj,exre,fatb,fatc,fatd,fate,fatl,fatn,fato,fatp,fca,fdfr,fea,fel,ffo,ffs,fiao,finaco,finao,fincf,finch,findlc,findlt,finivst,finlco,finlto,finnp,finrecc,finreclt,finrev,finxint,finxopr,fopo,fopox,fopt,fsrco,fsrct,fuseo,fuset,gbbl,gdwl,gdwlam,gdwlia,gdwlid,gdwlieps,gdwlip,geqrv,gla,glcea,glced,glceeps,glcep,gld,gleps,gliv,glp,govgr,govtown,gp,gphbl,gplbl,gpobl,gprbl,gptbl,gwo,hedgegl,iaeq,iaeqci,iaeqmi,iafici,iafxi,iafxmi,iali,ialoi,ialti,iamli,iaoi,iapli,iarei,iasci,iasmi,iassi,iasti,iatci,iati,iatmi,iaui,ib,ibadj,ibbl,ibc,ibcom,ibki,ibmii,icapt,idiis,idilb,idilc,idis,idist,idit,idits,iire,initb,intan,intano,intc,intpn,invch,invfg,invo,invofs,invreh,invrei,invres,invrm,invt,invwip,iobd,ioi,iore,ip,ipabl,ipc,iphbl,iplbl,ipobl,iptbl,ipti,ipv,irei,irent,irii,irli,irnli,irsi,iseq,iseqc,iseqm,isfi,isfxc,isfxm,isgr,isgt,isgu,islg,islgc,islgm,islt,isng,isngc,isngm,isotc,isoth,isotm,issc,issm,issu,ist,istc,istm,isut,itcb,itcc,itci,ivaco,ivaeq,ivao,ivch,ivgod,ivi,ivncf,ivpt,ivst,ivstch,lcabg,lcacl,lcacr,lcag,lcal,lcalt,lcam,lcao,lcast,lcat,lco,lcox,lcoxar,lcoxdr,lct,lcuacu,li,lif,lifr,lifrp,lloml,lloo,llot,llrci,llrcr,llwoci,llwocr,lno,lo,lol2,loxdr,lqpl1,lrv,ls,lse,lst,lt,lul3,mib,mibn,mibt,mii,mrc1,mrc2,mrc3,mrc4,mrc5,mrct,mrcta,msa,msvrv,mtl,nat,nco,nfsr,ni,niadj,nieci,niint,niintpfc,niintpfp,niit,nim,nio,nipfc,nipfp,nit,nits,nopi,nopio,np,npanl,npaore,nparl,npat,nrtxt,nrtxtd,nrtxteps,oancf,ob,oiadp,oibdp,opeps,opili,opincar,opini,opioi,opiri,opiti,oprepsx,optca,optdr,optex,optexd,optfvgr,optgr,optlife,optosby,optosey,optprcby,optprcca,optprcex,optprcey,optprcgr,optprcwa,optrfr,optvol,palr,panlr,patr,pcl,pclr,pcnlr,pctr,pdvc,pi,pidom,pifo,pll,pltbl,pnca,pncad,pncaeps,pncia,pncid,pncieps,pncip,pncwia,pncwid,pncwieps,pncwip,pnlbl,pnli,pnrsho,pobl,ppcbl,ppegt,ppenb,ppenc,ppenli,ppenls,ppenme,ppennr,ppeno,ppent,ppevbb,ppeveb,ppevo,ppevr,pppabl,ppphbl,pppobl,ppptbl,prc,prca,prcad,prcaeps,prebl,pri,prodv,prsho,prstkc,prstkcc,prstkpc,prvt,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,ptbl,ptran,pvcl,pvo,pvon,pvpl,pvt,pwoi,radp,ragr,rari,rati,rca,rcd,rceps,rcl,rcp,rdip,rdipa,rdipd,rdipeps,rdp,re,rea,reajo,recch,recco,recd,rect,recta,rectr,recub,ret,reuna,reunr,revt,ris,rll,rlo,rlp,rlri,rlt,rmum,rpag,rra,rrd,rreps,rrp,rstche,rstchelt,rvbci,rvbpi,rvbti,rvdo,rvdt,rveqt,rvlrv,rvno,rvnt,rvri,rvsi,rvti,rvtxr,rvupi,rvutx,saa,sal,sale,salepfc,salepfp,sbdc,sc,sco,scstkc,secu,seq,seqo,seta,setd,seteps,setp,siv,spce,spced,spceeps,spi,spid,spieps,spioa,spiop,sppe,sppiv,spstkc,sret,srt,ssnp,sstk,stbo,stio,stkco,stkcpa,tdc,tdscd,tdsce,tdsg,tdslg,tdsmm,tdsng,tdso,tdss,tdst,teq,tf,tfva,tfvce,tfvl,tie,tii,tlcf,transa,tsa,tsafc,tso,tstk,tstkc,tstkme,tstkn,tstkp,txach,txbco,txbcof,txc,txdb,txdba,txdbca,txdbcl,txdc,txdfed,txdfo,txdi,txditc,txds,txeqa,txeqii,txfed,txfo,txndb,txndba,txndbl,txndbr,txo,txp,txpd,txr,txs,txt,txtubadjust,txtubbegin,txtubend,txtubmax,txtubmin,txtubposdec,txtubposinc,txtubpospdec,txtubpospinc,txtubsettle,txtubsoflimit,txtubtxtr,txtubxintbs,txtubxintis,txva,txw,uaoloch,uaox,uapt,ucaps,uccons,uceq,ucustad,udcopres,udd,udfcc,udmb,udolt,udpco,udpfa,udvp,ufretsd,ugi,ui,uinvt,ulcm,ulco,uniami,unl,unnp,unnpl,unopinc,unwcc,uois,uopi,uopres,updvp,upmcstk,upmpf,upmpfs,upmsubp,upstk,upstkc,upstksf,urect,urectr,urevub,uspi,ustdnc,usubdvp,usubpstk,utfdoc,utfosc,utme,utxfed,uwkcapc,uxinst,uxintd,vpac,vpo,wcap,wcapc,wcapch,wda,wdd,wdeps,wdp,xacc,xad,xago,xagt,xcom,xcomi,xdepl,xdp,xdvre,xeqo,xi,xido,xidoc,xindb,xindc,xins,xinst,xint,xintd,xintopt,xivi,xivre,xlr,xnbi,xnf,xnins,xnitb,xobd,xoi,xopr,xoprar,xoptd,xopteps,xore,xpp,xpr,xrd,xrdp,xrent,xs,xsga,xstf,xstfo,xstfws,xt,xuw,xuwli,xuwnli,xuwoi,xuwrei,xuwti,exchg,cik,costat,fic,naicsh,sich,cshtr_c,dvpsp_c,dvpsx_c,prcc_c,prch_c,prcl_c,adjex_c,cshtr_f,dvpsp_f,dvpsx_f,mkvalt,prcc_f,prch_f,prcl_f,adjex_f,rank,au,auop,auopic,ceoso,cfoso,add1,add2,add3,add4,addzip,busdesc,city,conml,county,dlrsn,ein,fax,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
001690,2010-09-30,2010,INDL,C,D,STD,AAPL,037833100,APPLE INC,,DS,,,28.0000,28.0000,,,USD,USD,1.0000,,Y,9,1,,,12,7,5,,,3,2010-09-25,2010-11-01,2010-10-18,0.0000,,,0.0000,5083.0000,4926.0000,-46.0000,4926.0000,,,,,,,,,,,,41678.0000,,,,,0.0000,117.0000,,,,0.0000,2263.0000,-252.0000,0.0000,0.0000,0.0000,1464.0000,46675.0000,361.0000,1464.0000,12015.0000,6307.0000,,,,,638.0000,,,0.0000,,2885.0000,0.0000,,,,,,,75183.0000,0.0000,,,,0.0000,0.0000,,,,,,,,,,,52.1753,,,,,,0.0000,,2005.0000,2005.0000,,,,,,47791.0000,47791.0000,46708.0000,,,,,,,,,11261.0000,25620.0000,5998.0000,,13890.0000,14013.0000,7.0000,-253.0000,0.0000,0.0000,0.0000,123.0000,13890.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,38609.0000,,,,,,,,924.7120,915.9700,915.9700,909.4610,29.4050,,,,,,10668.0000,11.6470,0.0000,,799.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,,0.0000,14013.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,932.0000,,,,,,,,,2466.0000,1027.0000,,,,,,,,,2466.0000,,,2984.0000,,1139.0000,0.0000,0.0000,,,,,0.0000,0.0000,0.0000,,,0.0000,0.0000,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,18385.0000,19317.0000,,,49.4000,15.1500,15.1500,15.4100,15.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,,,2030.0000,0.0000,,,,,,,,,0.0000,,,1257.0000,,,,,,,,,,,,,879.0000,879.0000,,,,,,,741.0000,,,,,,,,,,,,,,,,,,26616.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14013.0000,14013.0000,,14013.0000,14013.0000,,14013.0000,47791.0000,,,,,,311.0000,,,,1083.0000,342.0000,0.0000,,-596.0000,,,,,,,,1051.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,23.0000,-118.0000,0.0000,25391.0000,57811.0000,,,-13854.0000,,14359.0000,,,,,,,,,,,,8497.0000,3647.0000,,663.0000,20722.0000,,,,0.0000,0.0000,,,,,,,,0.0000,2370.0000,606.0000,1231.0000,0.0000,,,75183.0000,,27392.0000,0.0000,0.0000,0.0000,0.0000,0.0000,266.0000,267.0000,260.0000,244.0000,226.0000,1263.0000,826.0000,171.0000,,,,,,14013.0000,14013.0000,,,,,,,,,,,,155.0000,-156.0000,0.0000,,,,,52.0000,0.0600,0.0600,18595.0000,,18385.0000,19317.0000,15.3500,,,,,,,15.1000,0.4300,0.0000,17.7910,12.3520,108.5800,0.1320,10.0000,34.3750,21.7250,81.1700,136.2700,62.6900,90.4600,60.9300,77.7400,3.7100,36.3000,,,,,,,,,18540.0000,5540.0000,13000.0000,,,0.0000,0.0000,0.0000,,,,,,,,,,,0.0000,,,7234.0000,,,,,,,,4768.0000,,7234.0000,,,,,,,,0.0000,0.0000,0.0000,,,,0.0000,406.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,,37123.0000,0.0000,-252.0000,-4860.0000,4414.0000,55.0000,9924.0000,35.0000,5510.0000,,,37169.0000,37169.0000,65225.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65225.0000,,,,,,,,47791.0000,0.0000,,,,,46718.0000,,,,0.0000,,,,,0.0000,24.0000,,,,,912.0000,,,879.0000,565.0000,,,,,,,,,,,47791.0000,,49560.0000,0.0000,606.0000,,,,,,,,0.0000,0.0000,,0.0000,0.0000,,0.0000,751.0000,3087.0000,4300.0000,,1636.0000,,1440.0000,1676.0000,-121.0000,1440.0000,4300.0000,-115.0000,,,2150.0000,282.0000,-2566.0000,2413.0000,4979.0000,0.0000,0.0000,210.0000,2697.0000,0.0000,655.0000,4527.0000,0.0000,971.0000,943.0000,,,0.0000,240.0000,224.0000,61.0000,102.0000,3.0000,404.0000,247.0000,-43.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20956.0000,,,,,,,4850.0000,691.0000,,,,,,,,,0.0000,0.0000,0.0000,,,,,0.0000,0.0000,0.0000,,,,,,,,,,45908.0000,,0.0000,0.0000,,157.0000,72.0000,1782.0000,1333.0000,271.0000,,7299.0000,,,,,,,,,,,14,0000320193,A,USA,334111,3571,5374688245.0000,0.0000,0.0000,322.5600,326.6600,190.2500,28.0000,5520535300.0000,0.0000,0.0000,259906.4875,283.7500,294.7300,180.7000,28.0000,1,4,1,1,Y,Y,One Apple Park Way,,,,95014,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide.",Cupertino,Apple Inc,,,94-2404110,,9,4520,452020,45,45202030,B,CA,USA,334220,408 996 1010,,,01,3663,190,940,A+,CA,0,www.apple.com,,1980-12-12
001690,2011-09-30,2011,INDL,C,D,STD,AAPL,037833100,APPLE INC,,DS,,,28.0000,28.0000,,,USD,USD,1.0000,,Y,9,1,,,12,7,5,,,3,2011-09-24,2011-10-31,2011-10-18,0.0000,,,0.0000,6543.0000,5815.0000,443.0000,5815.0000,,,,,,,,,,,,44988.0000,,,,,0.0000,222.0000,,,,0.0000,3556.0000,290.0000,0.0000,0.0000,0.0000,1984.0000,76079.0000,4758.0000,1984.0000,14632.0000,2515.0000,,,,,244.0000,,,0.0000,,3104.0000,0.0000,,,,,,,116371.0000,0.0000,,,,0.0000,0.0000,,,,,,,,,,,82.4458,,,,,,0.0000,,4260.0000,4260.0000,,,,,,76615.0000,76615.0000,72183.0000,,,,,,,,,9815.0000,25952.0000,-1446.0000,,26411.0000,25922.0000,-12.0000,542.0000,0.0000,0.0000,0.0000,-41.0000,26411.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,62609.0000,,,,,,,,936.6450,929.2770,929.2770,924.2580,28.5430,,,,,,13331.0000,14.3456,0.0000,,1572.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,,0.0000,25922.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,1822.0000,,,,,,,,,3991.0000,1814.0000,,,,,,,,,3991.0000,,,4091.0000,,1686.0000,0.0000,0.0000,,,,,0.0000,0.0000,0.0000,,,0.0000,0.0000,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,33790.0000,35612.0000,,,63.3000,27.6800,27.6800,28.0500,28.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,,,2599.0000,0.0000,,,,,,,,,0.0000,,,1444.0000,,,,,,,,,,,,,1168.0000,1168.0000,,,,,,,896.0000,,,,,,,,71.5000,0.0800,0.0800,110.0000,,,,,,,45640.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25922.0000,25922.0000,,25922.0000,25922.0000,,25922.0000,76615.0000,,,,,,,,,,4432.0000,3536.0000,0.0000,,275.0000,,,,,,,,776.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,167.0000,-3451.0000,0.0000,55618.0000,102317.0000,,,-40419.0000,,16137.0000,,,,,,,,,,,,12198.0000,6129.0000,,2038.0000,27970.0000,,,,0.0000,0.0000,,,,,,,,0.0000,3627.0000,109.0000,1941.0000,0.0000,,,116371.0000,,39756.0000,0.0000,0.0000,0.0000,0.0000,0.0000,338.0000,365.0000,362.0000,345.0000,320.0000,1730.0000,1302.0000,130.0000,,,,,,25922.0000,25922.0000,,,,,,,,,,,,415.0000,415.0000,0.0000,,,,,,,,37529.0000,,33790.0000,35612.0000,28.0500,,,,,,,27.6800,0.1630,,11.0890,9.6970,181.1300,0.0010,,21.7250,11.8660,90.4600,128.4200,67.6300,108.6400,342.6200,104.9700,,,,,,,,,,,34205.0000,10205.0000,24000.0000,,,0.0000,0.0000,0.0000,,,,,,,,,,,0.0000,,,11768.0000,,,,,,,,7777.0000,,11768.0000,,,,,,,,0.0000,0.0000,0.0000,,,,0.0000,520.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,,63284.0000,0.0000,290.0000,-1791.0000,6348.0000,53.0000,11717.0000,23.0000,5369.0000,,,62841.0000,62841.0000,108249.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108249.0000,,,,,,,,76615.0000,0.0000,,,,,69853.0000,,,,0.0000,,,,,0.0000,0.0000,,,,,831.0000,,,1168.0000,701.0000,,,,,,,,,,,76615.0000,,79183.0000,0.0000,109.0000,,,,,,,,0.0000,0.0000,,0.0000,0.0000,,0.0000,1133.0000,5415.0000,8159.0000,,2014.0000,,2868.0000,2998.0000,-167.0000,2868.0000,8159.0000,37.0000,,,3884.0000,769.0000,-6018.0000,3150.0000,9168.0000,0.0000,0.0000,1140.0000,3338.0000,0.0000,762.0000,8283.0000,0.0000,943.0000,1375.0000,,,0.0000,425.0000,39.0000,49.0000,0.0000,3.0000,563.0000,261.0000,14.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17018.0000,,,,,,,6069.0000,933.0000,,,,,,,,,0.0000,0.0000,0.0000,,,,,0.0000,0.0000,0.0000,,,,,,,,,,72637.0000,,0.0000,0.0000,,728.0000,90.0000,2429.0000,1782.0000,338.0000,,10028.0000,,,,,,,,,,,14,0000320193,A,USA,334111,3571,4410583203.0000,0.0000,0.0000,405.0000,426.7000,310.5000,28.0000,4418865614.0000,0.0000,0.0000,354351.9056,381.3200,422.8600,277.7700,28.0000,1,4,1,1,Y,Y,One Apple Park Way,,,,95014,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide.",Cupertino,Apple Inc,,,94-2404110,,9,4520,452020,45,45202030,B,CA,USA,334220,408 996 1010,,,01,3663,190,940,A+,CA,0,www.apple.com,,1980-12-12
001690,2012-09-30,2012,INDL,C,D,STD,AAPL,037833100,APPLE INC,,DS,AP,,28.0000,28.0000,,AA,USD,USD,1.0000,,Y,9,1,9,,12,7,5,,,3,2012-09-29,2012-11-02,2012-10-25,0.0000,,,0.0000,9041.0000,7841.0000,499.0000,7841.0000,,,,113.0000,,245.0000,,,,,,57653.0000,,,,,0.0000,605.0000,,,,0.0000,5478.0000,-240.0000,0.0000,0.0000,0.0000,2478.0000,114370.0000,2214.0000,2478.0000,21175.0000,4467.0000,,,,,350.0000,,,,,3922.0000,,,,,,,,176064.0000,0.0000,,,,0.0000,0.0000,,,,,,,,,,,125.8614,,,,,,0.0000,,8295.0000,8295.0000,,,,,,118210.0000,118210.0000,112851.0000,,,,,,,,,10746.0000,29129.0000,931.0000,,41789.0000,41733.0000,-15.0000,-530.0000,0.0000,0.0000,0.0000,601.0000,41789.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,84641.0000,,,,,,,,945.3550,939.2080,939.2080,934.8180,27.6960,,,,,,16422.0000,17.4849,0.0000,,3000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,,0.0000,41733.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,3205.0000,,,,,,,,,6435.0000,3277.0000,,,,,,,,,6435.0000,,,5953.0000,,2648.0000,0.0000,0.0000,,,,,0.0000,2488.0000,2523.0000,,,0.0000,0.0000,,,,,,,2523.0000,0.0000,0.0000,0.0000,0.0000,,55241.0000,58446.0000,,,76.1000,44.1500,44.1500,44.6400,44.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,,,3464.0000,0.0000,,,,,,,,,0.0000,,,-1698.0000,,,,,,,,,,,,,1740.0000,1740.0000,,,,,,,1135.0000,,,,,,,,118.9500,0.1300,0.1300,183.0000,,,,,,,71867.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41733.0000,41733.0000,,41733.0000,41733.0000,,41733.0000,118210.0000,,,,,,,,,,5359.0000,4224.0000,0.0000,,-15.0000,667.0000,0.0000,,,,,124.0000,791.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,431.0000,-1155.0000,0.0000,92122.0000,151232.0000,,,-48227.0000,,18383.0000,,,,,,,,,,,,15832.0000,7445.0000,,1492.0000,38542.0000,,,,0.0000,0.0000,,,,,,,,0.0000,5465.0000,557.0000,2817.0000,0.0000,,,176064.0000,,57854.0000,0.0000,0.0000,0.0000,0.0000,0.0000,516.0000,556.0000,542.0000,513.0000,486.0000,2613.0000,1801.0000,731.0000,,,,,,41733.0000,41733.0000,,,,,,,,,,,,522.0000,522.0000,0.0000,,,,,,,,50856.0000,,55241.0000,58446.0000,44.6400,,,,,,,44.1500,0.0250,,6.5050,5.3370,405.3900,0.0410,,11.8660,6.5450,108.6400,103.2200,84.8500,127.5600,30.8600,128.0300,,,,,,,,,,,55763.0000,18963.0000,36800.0000,,,0.0000,0.0000,0.0000,,,,,,,,,,,0.0000,,,21887.0000,,,,,,,,15452.0000,,21887.0000,,,,,,,,0.0000,0.0000,0.0000,,,,0.0000,1226.0000,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,,101788.0000,0.0000,-240.0000,-6965.0000,7762.0000,98.0000,18692.0000,8.0000,10930.0000,,,101289.0000,101289.0000,156508.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156508.0000,,,,,,,,118210.0000,0.0000,,,,,112805.0000,,,,0.0000,,,,,0.0000,0.0000,,,,,665.0000,,,1740.0000,1173.0000,,,,,,,,,,,118210.0000,,118292.0000,0.0000,557.0000,,,,,,,,0.0000,0.0000,,0.0000,0.0000,,0.0000,1351.0000,9625.0000,13847.0000,,2583.0000,,4405.0000,5018.0000,-490.0000,4405.0000,13847.0000,-123.0000,,,7240.0000,1203.0000,-10868.0000,4037.0000,14905.0000,0.0000,0.0000,1535.0000,7682.0000,0.0000,1182.0000,14030.0000,0.0000,1375.0000,2062.0000,-170.0000,-120.0000,0.0000,467.0000,107.0000,340.0000,3.0000,10.0000,889.0000,401.0000,140.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19111.0000,,,,,,,8387.0000,1000.0000,,,,,,,,,0.0000,0.0000,0.0000,,,,,0.0000,0.0000,0.0000,,,,,,,,,,98062.0000,,0.0000,0.0000,,1200.0000,114.0000,3381.0000,2429.0000,488.0000,,13421.0000,,,,,,,,,,,14,0000320193,A,USA,334220,3663,4699913000.0000,5.3000,5.3000,532.1729,705.0700,409.0000,28.0000,4386118316.0000,2.6500,2.6500,626550.3528,667.1050,705.0700,354.2400,28.0000,1,4,1,1,Y,Y,One Apple Park Way,,,,95014,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide.",Cupertino,Apple Inc,,,94-2404110,,9,4520,452020,45,45202030,B,CA,USA,334220,408 996 1010,,,01,3663,190,940,A+,CA,0,www.apple.com,,1980-12-12
